Id Igreja,Nome Igreja,Score,Nível,Nível (Cor),Algum gestor resp. Comunicação,Status Igreja
476,LUZ PARA OS POVOS - CENTRAL MLP,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
479,Comunidade Evangélica Alcance de Maringá,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
481,Shalom Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
485,ASSEMBLEIA DE DEUS - MINISTÉRIO SEMEAR EM CRISTO,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
498,Igreja Assembleia de Deus de Chapecó,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
499,Hope Apostolic Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
506,Luz Jd. América,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
508,Igreja Peniel Beach,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
509,Family Church - Campus 153,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
517,Igreja Plenitude da Fé,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
519,Metodista Wesleyana em Aribiri,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
520,AD. Missão Bambui,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
521,IBMCabrobo,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
522,Igreja Transformados Pelo Amor,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
523,Igreja Missão Metanoia,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
524,Igreja Batista Celular,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
525,IGREJA BATISTA DE ÁGUA BRANCA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
528,MEVAM MISSÕES EVANGELÍSTICAS MINISTÉRIO CAXIAS DO SUL - RS,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
529,Ministério Catch The Fire Novo Hamburgo,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
530,Igreja Canaã,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
532,Igreja Evangélica Assembleia de Deus de Montese,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
533,Igreja Alvorada,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
534,Igreja AD Manancial,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
535,Ministério Manhã Gloriosa,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
536,Centro de Adoração,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
537,Igreja Batista Nacional do Amor,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
538,AD Belém Jd Petrópolis,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
539,ADMCO Guaratuba Novo Tempo,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
540,ADVAS,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
541,Santuário do Senhor,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
544,MINISTÉRIO ÁGAPE NOVA ALIANÇA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
558,Igreja do Evangelho Ágape,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
568,Cathedral International Piauí - Brasil,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
570,Cathedral International Bahia (Juazeiro) - Brasil,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
573,Cathedral International Bournemouth,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
575,Igreja Missionária Pentecostal Manhã Gloriosa,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
578,teste360novo,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
581,Igreja Peniel Sede,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
584,Ministério Revelação Profética,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
585,Igreja Evangélica Ministério Apostólico Nova Unção,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
587,Projeto Vida Nova de Campo Grande,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
589,InPeace Church - Brasil,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
596,Igreja Assembleia de Deus em Icaraí,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
599,Igreja Peniel Guarujá,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
607,AD Rio da Prata,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
609,Igreja Evangélica Assembleia de Deus em São Paulo - Belém,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
612,Revival Center Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
613,New Beginnings Christian Fellowship,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
614,Inpeace Church - USA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
617,The Movement Centre,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
621,Comunidade da Esperança,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
622,IEQ CATEDRAL DA FAMÍLIA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
624,InPeace Church - ES,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
625,First Baptist Church of Hialeah,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
627,Sanando Las Naciones,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
628,Unity Worship Center COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
631,The Re-forming Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
641,The Fountain of Praise,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
646,MINISTÉRIO SHALOM,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
647,IGREJA APOSTOLICA SUKKAH,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
648,IGREJA PRESBITERIANA DE PERDIZES,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
649,New Vision Baptist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
651,Assembléia de Deus em Campo Grande - RJ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
652,IMEC - Embaixadores de Cristo,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
663,CCR12,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
665,Comunidade Batista Cristã,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
672,Dios Viviente,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
677,Greater Northeast Antioch M.B.C,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
678,Igreja Presbiteriana Central de Cascavel,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,bloqueado
680,IEQ Igreja do Caminho,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
683,New Jerusalem Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
686,The Faith Community Worship Center,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
690,The Victory International Church Houston,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
691,IMW Suruí,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
693,M. I. Encuentro con Dios,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
697,New Life Church of Texas,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
698,Davis Temple COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
699,Vino Nuevo Para Las Naciones Inc,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
701,Upper Room Ministries COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
704,Sembradores,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
706,Preachers on the Rise,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
710,Hearts of Hope Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
712,Restoration Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
713,Mid Atlantic Conference,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
716,PETROS PLAY,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
719,Abba International Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
720,Uruguaiana/RS - Igreja Batista da Restauração,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
724,PROJETO SEMEANDO AVIVAMENTO,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
726,Eliezer Rodrigues,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
729,Casa de Paz,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
730,National Hispanic Pastors Alliance,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
734,People's Church of The Harvest,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
740,Pastors Wives of America,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
744,Emmanuel Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
747,Global Oved Dei Seminary & University,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
749,Smith Memorial COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
751,Kingdom Business,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
752,BAM Foursquare,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
753,Assembleia de Deus Fonte de Vida - Orlando,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
755,ASSOCIAÇÃO MÃO AMIGA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
757,Ambassadors Perfecting Love in Christ United Fellowship,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
762,LIFEXTENSION FOUNDATION INC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
763,Father's House Kingdom Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
770,Embassy Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
773,Renacer Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
774,Foursquare Global Connected,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
775,Reboot Your Life,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
776,Blessed Hope Baptist,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
777,New Mt. Zion Baptist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
779,Project Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
782,Compton Memorial Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
785,Ministerio Dios Reina,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
786,Revival Temple Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
788,Marcos Yaroide,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
789,Norton Memorial Temple Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
790,Jesus Family First Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
791,Bethel Christian Fellowship,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
792,IGREJA BATISTA NOVA CANAÃ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,bloqueado
794,Ministerio Unidos en Amor Hialeah,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
796,Catedral Mundial Da Esperança,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
798,Leading Ladies of Integrity,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
799,Gospel Way,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
800,Igreja Evangélica Assembleia de Deus Gaspar,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
802,Heal Charlotte,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
807,Alex Campos,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
808,Berean Seventh-day Adventist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
811,Fortress of Faith International,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
813,Amistad Biblica Familiar,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
814,Paid In Full Christian Fellowship,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
815,"Farmworkers Self-Help, Inc.",0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
818,The King's Ministry International,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
820,Tabernacle of Praise,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
823,Light Of The World Tabernacle,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
826,"Temple Elijah - Templo Elias (CPAD), AD",0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
828,Brothers Echo Radio,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
830,Ark Ministry International,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
831,Centi Houston,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
833,Centi Hudson,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
834,Centro Casa de Oracion,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
835,Mi Casa de Adoracion,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
843,Kingdom of God Deliverance Ministries Int'l,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
844,In His Presence,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
846,Unity Christian Fellowship COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
847,Total Life Christian Center,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
849,Iglesia de Dios Misionera,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
852,Bloomin Florals Boutique,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
853,Ministerio Cristo Vive,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
855,Co op City Baptist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
859,Kingdom Restoration International Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
860,Grace Church International of Houston,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
862,Alabanza Tropical Radio,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
865,Dwight Follins Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
866,Mt. Hebron Memorial Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
868,Redeemed Church Of God In Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
871,Words of Restoration Int ministries cogic,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
876,Covenant Life,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
878,Focus on Jesus International Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
883,Higher Ground Outreach COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
886,New Hope Nueva Esperanza,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
889,Agape Deliverance Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
890,Dothan Tabernacle COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
891,Turning Point Faith Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
897,"Joy Now Ministries, Inc.",0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
898,Revelation Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
899,Iglesia de Dios Betel,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
900,Antioch Freewill Baptist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
912,Grace Missionary Baptist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
914,"Future Church of Christ (Hol), USA",0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
916,Word of Faith Global Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
932,One Word Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
936,City Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
937,Hombres de Palabra / Men of Their Word,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
940,Connect Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
941,Revival Church Igreja Sede,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
944,Comunidade Evangélica Restaurar,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
945,Hyannis Portuguese Foursquare Church | Quadrangular Cape Cod,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
948,United Pastors of America,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
951,Rocha church Mogi,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
952,ROCHA CHURCH CARAGUÁ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
953,Rocha Church Alphaville,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
954,ROCHA CHURCH ARICANDUVA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
958,Iglesia Bautista Capernaum,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
962,The Community Of Faith,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
967,Radio Hineni,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
969,Casa de Milagros Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
972,Iglesia Cristiana La Gloria de Dios,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
974,Comunidad Cristiana Luz a las Naciones,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
981,Ministerio Nueva Jerusalem,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
983,Iglesia Beth - El,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
986,First Metropolitan Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
989,Thomas Temple Church Of God In Christ Inc,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
990,Walker Temple COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
993,"House of Worship Killeen, TX Inc.",0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
995,Macedonia COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
997,New Dania Church of God in Christ,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
998,Outreach Mission COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.000,Greater Ridley Temple COGIC,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.004,Agape Christian Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.005,Mt. Carmel Missionary Baptist Church,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.006,Kingdom Destiny Fellowship International,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.008,New Life Tabernacle,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.009,Chance ministries nfp,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
1.014,Center of Hope Ministries,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
1.017,Texas Covenant,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.019,IGREJA EVANGÉLICA ASSEMBLEIA DE DEUS DE CRICIÚMA,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.022,IMW Central de Búzios,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Sim,publicado
1.023,Pastora Sohe Ramirez,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.024,Esther Szczerba,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.026,Lagoinha Alphaville,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,publicado
1.027,Long Island Hispanic Pastor Association,0,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png,Não,bloqueado
