Id Igreja,Nome Igreja,Status Igreja,Score,Algum gestor resp. eventos,Nível,Nível (Cor)
352,ABBA CHURCH MARLBORO,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
353,Família Global Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
354,Igreja Pentecostal Unida do Brasil - Arapoanga,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
355,IGREJA ANGELIM TERESINA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
364,Ministério Aliança Eterna,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
367,Igreja da Paz Fortaleza,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
369,Igreja Madureira Tramandai,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
379,Rádio Família,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
380,Comunidade Cristã Vida Abundante,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
389,IGREJA BATISTA GRACIOSA PAZ,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
390,Igreja Cristã Evangélica - Vila Nova [Igreja Nova Vida],publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
395,IGREJA BATISTA DA LIBERDADE,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
401,Igreja Assembleia de Deus do Gama,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
403,Dream Center,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
405,Crossbridge Pinecrest,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
425,Eyshila,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
432,Igreja Batista do Angelim,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
433,Josué Brandão,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
438,RM Entreterimento,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
441,Associação da Igreja Metodista Região Missionária do Nordeste,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
444,Igreja Evangélica Avivamento Bíblico de Presidente Prudente,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
446,IGREJA CRISTA EVANGELICA DO AVIVAMENTO DE GOIANIA - MGE,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
450,Assembleia de Deus Ministério Palavra Fiel em Austin,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
451,IGREJA DO NAZARENO AERONAVE,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
457,Assembleia de Deus Missão,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
463,Primeira Igreja Batista do Brasil,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
467,Presbiteriana Renovada de Osasco,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
473,IGREJA APOSTÓLICA ALIANÇA EM CRISTO - IAAC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
479,Comunidade Evangélica Alcance de Maringá,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
481,Shalom Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
498,Igreja Assembleia de Deus de Chapecó,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
499,Hope Apostolic Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
505,Igreja do Nazareno Roraima,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
508,Igreja Peniel Beach,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
509,Family Church - Campus 153,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
517,Igreja Plenitude da Fé,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
519,Metodista Wesleyana em Aribiri,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
520,AD. Missão Bambui,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
521,IBMCabrobo,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
522,Igreja Transformados Pelo Amor,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
523,Igreja Missão Metanoia,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
524,Igreja Batista Celular,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
525,IGREJA BATISTA DE ÁGUA BRANCA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
530,Igreja Canaã,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
533,Igreja Alvorada,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
534,Igreja AD Manancial,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
535,Ministério Manhã Gloriosa,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
536,Centro de Adoração,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
537,Igreja Batista Nacional do Amor,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
538,AD Belém Jd Petrópolis,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
539,ADMCO Guaratuba Novo Tempo,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
540,ADVAS,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
541,Santuário do Senhor,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
544,MINISTÉRIO ÁGAPE NOVA ALIANÇA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
568,Cathedral International Piauí - Brasil,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
570,Cathedral International Bahia (Juazeiro) - Brasil,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
573,Cathedral International Bournemouth,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
575,Igreja Missionária Pentecostal Manhã Gloriosa,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
578,teste360novo,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
581,Igreja Peniel Sede,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
584,Ministério Revelação Profética,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
585,Igreja Evangélica Ministério Apostólico Nova Unção,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
587,Projeto Vida Nova de Campo Grande,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
593,Crossbridge Key Biscayne,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
596,Igreja Assembleia de Deus em Icaraí,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
599,Igreja Peniel Guarujá,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
604,Igreja Evangélica Assembleia de Deus de Içara,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
607,AD Rio da Prata,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
609,Igreja Evangélica Assembleia de Deus em São Paulo - Belém,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
612,Revival Center Ministries,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
613,New Beginnings Christian Fellowship,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
614,Inpeace Church - USA,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
617,The Movement Centre,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
621,Comunidade da Esperança,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
622,IEQ CATEDRAL DA FAMÍLIA,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
624,InPeace Church - ES,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
625,First Baptist Church of Hialeah,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
627,Sanando Las Naciones,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
628,Unity Worship Center COGIC,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
631,The Re-forming Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
641,The Fountain of Praise,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
646,MINISTÉRIO SHALOM,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
647,IGREJA APOSTOLICA SUKKAH,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
648,IGREJA PRESBITERIANA DE PERDIZES,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
649,New Vision Baptist Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
651,Assembléia de Deus em Campo Grande - RJ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
652,IMEC - Embaixadores de Cristo,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
663,CCR12,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
672,Dios Viviente,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
677,Greater Northeast Antioch M.B.C,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
683,New Jerusalem Church of God in Christ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
686,The Faith Community Worship Center,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
690,The Victory International Church Houston,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
691,IMW Suruí,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
693,M. I. Encuentro con Dios,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
697,New Life Church of Texas,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
698,Davis Temple COGIC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
699,Vino Nuevo Para Las Naciones Inc,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
701,Upper Room Ministries COGIC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
704,Sembradores,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
706,Preachers on the Rise,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
710,Hearts of Hope Ministries,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
712,Restoration Ministries,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
713,Mid Atlantic Conference,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
716,PETROS PLAY,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
719,Abba International Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
720,Uruguaiana/RS - Igreja Batista da Restauração,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
724,PROJETO SEMEANDO AVIVAMENTO,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
726,Eliezer Rodrigues,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
729,Casa de Paz,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
730,National Hispanic Pastors Alliance,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
734,People's Church of The Harvest,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
740,Pastors Wives of America,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
744,Emmanuel Church of God in Christ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
747,Global Oved Dei Seminary & University,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
749,Smith Memorial COGIC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
751,Kingdom Business,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
752,BAM Foursquare,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
753,Assembleia de Deus Fonte de Vida - Orlando,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
755,ASSOCIAÇÃO MÃO AMIGA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
762,LIFEXTENSION FOUNDATION INC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
763,Father's House Kingdom Ministries,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
770,Embassy Church of God in Christ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
773,Renacer Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
774,Foursquare Global Connected,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
775,Reboot Your Life,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
776,Blessed Hope Baptist,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
777,New Mt. Zion Baptist Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
779,Project Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
782,Compton Memorial Church of God in Christ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
784,Quero Viver Foz,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
785,Ministerio Dios Reina,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
786,Revival Temple Ministries,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
788,Marcos Yaroide,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
789,Norton Memorial Temple Church of God in Christ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
790,Jesus Family First Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
791,Bethel Christian Fellowship,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
794,Ministerio Unidos en Amor Hialeah,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
796,Catedral Mundial Da Esperança,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
798,Leading Ladies of Integrity,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
799,Gospel Way,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
800,Igreja Evangélica Assembleia de Deus Gaspar,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
801,Igreja Batista da Graça em Taubaté,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
802,Heal Charlotte,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
807,Alex Campos,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
808,Berean Seventh-day Adventist Church,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
811,Fortress of Faith International,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
812,Christian Faith MBC,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
813,Amistad Biblica Familiar,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
814,Paid In Full Christian Fellowship,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
815,"Farmworkers Self-Help, Inc.",bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
817,Centro Cristiano Nueva Vida,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
818,The King's Ministry International,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
820,Tabernacle of Praise,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
823,Light Of The World Tabernacle,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
826,"Temple Elijah - Templo Elias (CPAD), AD",publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
828,Brothers Echo Radio,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
830,Ark Ministry International,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
831,Centi Houston,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
833,Centi Hudson,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
834,Centro Casa de Oracion,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
835,Mi Casa de Adoracion,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
843,Kingdom of God Deliverance Ministries Int'l,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
844,In His Presence,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
846,Unity Christian Fellowship COGIC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
847,Total Life Christian Center,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
849,Iglesia de Dios Misionera,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
852,Bloomin Florals Boutique,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
853,Ministerio Cristo Vive,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
855,Co op City Baptist Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
859,Kingdom Restoration International Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
860,Grace Church International of Houston,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
862,Alabanza Tropical Radio,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
865,Dwight Follins Ministries,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
866,Mt. Hebron Memorial Church of God in Christ,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
868,Redeemed Church Of God In Christ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
869,Una Casa en la Roca Inc.,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
871,Words of Restoration Int ministries cogic,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
876,Covenant Life,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
878,Focus on Jesus International Ministries,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
883,Higher Ground Outreach COGIC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
886,New Hope Nueva Esperanza,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
889,Agape Deliverance Church of God in Christ,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
890,Dothan Tabernacle COGIC,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
891,Turning Point Faith Ministries,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
897,"Joy Now Ministries, Inc.",publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
899,Iglesia de Dios Betel,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
900,Antioch Freewill Baptist Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
912,Grace Missionary Baptist Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
914,"Future Church of Christ (Hol), USA",publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
916,Word of Faith Global Ministries,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
927,Bread of Life Family Ministry,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
932,One Word Ministries,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
936,City Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
937,Hombres de Palabra / Men of Their Word,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
940,Connect Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
941,Revival Church Igreja Sede,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
948,United Pastors of America,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
951,Rocha church Mogi,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
952,ROCHA CHURCH CARAGUÁ,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
953,Rocha Church Alphaville,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
954,ROCHA CHURCH ARICANDUVA,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
958,Iglesia Bautista Capernaum,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
962,The Community Of Faith,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
967,Radio Hineni,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
969,Casa de Milagros Church,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
972,Iglesia Cristiana La Gloria de Dios,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
974,Comunidad Cristiana Luz a las Naciones,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
981,Ministerio Nueva Jerusalem,bloqueado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
983,Iglesia Beth - El,publicado,0,Sim,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
986,First Metropolitan Church,publicado,0,Não,5 - Risco Crítico (Dark Red),https://www.colorcombos.com/images/colors/D40000.png
